ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price,type_of_engine,engine_capacity,normalised_mileage,normalised_engine_capacity,normalised_num_of_doors,normalised_seating_capacity,normalised_fuel_consumption,normalised_price
3280671,domestic assembly,new car,sedan,0,white,black,4,5,direct fuel injection,automatic,rfd - rear-wheel drive,7.0,vinfast,lux a 2.0,2022.0,VinFast Lux A 2.0 Standard 2022 car,31538.53177,petrol,2.0,0.0,0.5,0.33,0.21,0.5,0.78
3346972,imported,new car,suv,0,black,black,5,7,electronic fuel injection,automatic,fwd - front-wheel drive,7.0,mitsubishi,xpander,2022.0,Mitsubishi Xpander Premium 1.5 AT 2022,26234.87623,petrol,1.5,0.0,0.29,0.67,0.36,0.5,0.65
3347016,imported,new car,suv,0,brown,black,5,7,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mitsubishi,xpander,2022.0,Mitsubishi Xpander Premium 1.5 AT 2022,26234.87623,petrol,1.5,0.0,0.29,0.67,0.36,0.38,0.65
3347422,domestic assembly,new car,suv,0,red,black,5,5,,automatic,fwd - front-wheel drive,7.0,mazda,cx5,2022.0,Mazda CX5 2.0 Luxury 2022 car,32348.25017,petrol,2.0,0.0,0.5,0.67,0.21,0.5,0.8
3355108,imported,new car,sedan,0,white,black,4,5,electronic fuel injection,manual,fwd - front-wheel drive,5.0,mitsubishi,attrage,2022.0,Mitsubishi Attrage 1.2 MT 2022,15384.64964,petrol,1.2,0.0,0.17,0.33,0.21,0.25,0.38
3355127,imported,new car,sedan,0,red,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,mitsubishi,attrage,2022.0,Mitsubishi Attrage 1.2 CVT 2022,18825.95285,petrol,1.2,0.0,0.17,0.33,0.21,0.25,0.46
3355148,imported,new car,suv,0,black,black,5,7,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mitsubishi,xpander,2022.0,Mitsubishi Xpander Premium 1.5 AT 2022,26234.87623,petrol,1.5,0.0,0.29,0.67,0.36,0.38,0.65
3357935,domestic assembly,new car,crossover,0,orange,black,5,5,,automatic,fwd - front-wheel drive,7.0,kia,seltos,2023.0,Kia Seltos Deluxe 1.4 AT 2023,25182.24231,petrol,1.4,0.0,0.25,0.67,0.21,0.5,0.62
3367997,imported,new car,suv,0,green,red,5,5,,automatic,fwd - front-wheel drive,7.0,toyota,corolla cross,2022.0,Toyota Corolla Cross 1.8V 2022,34817.89129,petrol,1.8,0.0,0.42,0.67,0.21,0.5,0.86
3371285,imported,new car,hatchback,0,orange,black,5,5,,automatic,fwd - front-wheel drive,6.0,volkswagen,polo,2022.0,Volkswagen Polo 1.6 AT 2022,28137.71448,petrol,1.6,0.0,0.33,0.67,0.21,0.38,0.69
3371316,imported,new car,hatchback,0,brown,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,volkswagen,polo,2022.0,Volkswagen Polo 1.6 AT 2022,28137.71448,petrol,1.6,0.0,0.33,0.67,0.21,0.38,0.69
3371409,imported,new car,hatchback,0,green,brown,5,5,"turbocharged, direct fuel injection",automatic,fwd - front-wheel drive,6.0,volkswagen,polo,2022.0,Volkswagen Polo 1.6 AT 2022,28137.71448,petrol,1.6,0.0,0.33,0.67,0.21,0.38,0.69
3371646,domestic assembly,new car,suv,0,white,black,5,7,,automatic,rfd - rear-wheel drive,6.0,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 AT Legender 2023,40485.92011,diesel,2.4,0.0,0.67,0.67,0.36,0.38,1.0
3372188,imported,new car,suv,0,red,colorful,5,7,"turbocharged, direct fuel injection",automatic,awd - 4-wheel drive (awd),7.0,volkswagen,tiguan,2022.0,Volkswagen Tiguan Luxury S 2022,40485.92011,petrol,2.0,0.0,0.5,0.67,0.36,0.5,1.0
3375986,imported,new car,suv,0,black,colorful,5,7,"turbocharged, direct fuel injection",automatic,awd - 4-wheel drive (awd),7.0,volkswagen,tiguan,2022.0,Volkswagen Tiguan Luxury S 2022,40485.92011,petrol,2.0,0.0,0.5,0.67,0.36,0.5,1.0
3376361,imported,new car,suv,0,green,brown,5,5,direct fuel injection,automatic,fwd - front-wheel drive,6.0,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8V 2023,34817.89129,petrol,1.8,0.0,0.42,0.67,0.21,0.38,0.86
3377992,imported,new car,suv,0,grey,black,5,7,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,suzuki,xl7,2022.0,Suzuki XL7 1.5 AT 2022 car,21862.39686,petrol,1.5,0.0,0.29,0.67,0.36,0.25,0.54
3380462,domestic assembly,new car,suv,0,black,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2023.0,Mazda CX5 2.0 Premium 2023 car,32955.53897,petrol,2.0,0.0,0.5,0.67,0.21,0.38,0.81
3381250,domestic assembly,new car,sedan,0,red,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,3,2022.0,Mazda 3 1.5L Luxury 2022,24858.35495,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.61
3381284,domestic assembly,new car,suv,0,green,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2022.0,Mazda CX5 Deluxe 2.0 AT 2022 car,30526.38376,petrol,2.0,0.0,0.5,0.67,0.21,0.38,0.75
3403849,domestic assembly,new car,sedan,0,red,black,4,5,direct gasoline,automatic,rfd - rear-wheel drive,7.0,vinfast,lux a 2.0,2022.0,VinFast Lux A 2.0 Standard 2022 car,35668.09562,petrol,2.0,0.0,0.5,0.33,0.21,0.5,0.88
3416430,imported,new car,sedan,0,white,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,mazda,2,2022.0,Mazda 2 Luxury 2022 car,19838.10085,petrol,1.5,0.0,0.29,0.33,0.21,0.25,0.49
3416677,imported,new car,suv,0,orange,black,5,7,,automatic,fwd - front-wheel drive,6.0,suzuki,xl7,2022.0,Suzuki XL7 1.5 AT 2022 car,24251.06615,petrol,1.5,0.0,0.29,0.67,0.36,0.38,0.6
3427048,domestic assembly,new car,suv,0,silver,black,5,7,direct fuel injection,automatic,rfd - rear-wheel drive,8.0,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 AT 2023,40485.92011,diesel,2.4,0.0,0.67,0.67,0.36,0.62,1.0
3433619,domestic assembly,new car,4x4,0,yellow,black,4,5,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,39352.31435,diesel,2.0,0.0,0.5,0.33,0.21,0.5,0.97
3433628,domestic assembly,new car,4x4,0,silver,black,4,5,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,39068.91291,diesel,2.0,0.0,0.5,0.33,0.21,0.5,0.97
3433652,imported,new car,suv,0,white,black,5,7,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Sport 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.5,1.0
3433664,imported,new car,suv,0,red,black,5,7,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Titanium 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.5,1.0
3435400,imported,new car,suv,0,silver,black,5,7,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Ambiente 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.5,1.0
3435455,domestic assembly,new car,4x4,0,white,black,4,5,single turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger XLS 2.0L 4x4 AT 2023,30607.35561,diesel,2.2,0.0,0.58,0.33,0.21,0.5,0.76
3435509,domestic assembly,new car,van/minivan,0,silver,cream,4,6,turbo oil injection,manual,rfd - rear-wheel drive,9.0,ford,transit,2023.0,Ford Transit Van 2023,34372.54617,diesel,2.2,0.0,0.58,0.33,0.29,0.75,0.85
3437087,imported,new car,suv,0,green,black,5,7,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Sport 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.5,1.0
3445465,imported,new car,hatchback,0,white,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,suzuki,swift,2023.0,Suzuki Swift GLX 1.2 AT 2023 car,22631.62934,petrol,1.2,0.0,0.17,0.67,0.21,0.25,0.56
3453700,imported,new car,sedan,0,red,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,suzuki,ciaz,2022.0,Suzuki Ciaz 1.4 AT 2022 car,21619.48134,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.53
3455197,domestic assembly,new car,suv,0,red,black,5,7, electronic fuel injection,automatic,rfd - rear-wheel drive,10.0,vinfast,lux sa 2.0,2022.0,VinFast Lux SA 2.0 Advanced 2022 car,40485.92011,petrol,2.0,0.0,0.5,0.67,0.36,0.88,1.0
3455236,domestic assembly,new car,suv,0,white,black,5,7,electronic fuel injection,automatic,rfd - rear-wheel drive,10.0,vinfast,lux sa 2.0,2022.0,VinFast Lux SA 2.0 Standard 2022 car,40485.92011,petrol,2.0,0.0,0.5,0.67,0.36,0.88,1.0
3455350,domestic assembly,new car,sedan,0,white,black,4,5, electronic fuel injection,automatic,rfd - rear-wheel drive,8.0,vinfast,lux a 2.0,2022.0,VinFast Lux A 2.0 Premium 2022 Car,40485.92011,petrol,2.0,0.0,0.5,0.33,0.21,0.62,1.0
3457898,imported,new car,hatchback,0,orange,cream,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,toyota,yaris,2023.0,Toyota Yaris G 1.5 AT 2023,27692.36935,petrol,1.5,0.0,0.29,0.67,0.21,0.38,0.68
3458011,domestic assembly,new car,sedan,0,white,black,4,5,,automatic,fwd - front-wheel drive,6.0,mazda,3,2022.0,Mazda 3 1.5L Deluxe 2022,24453.49575,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.6
3458033,domestic assembly,new car,sedan,0,white,black,4,5,,automatic,fwd - front-wheel drive,6.0,mazda,3,2022.0,Mazda 3 1.5L Luxury 2022,25546.61559,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.63
3461905,domestic assembly,new car,suv,0,green,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2023.0,Mazda CX5 2.0 Luxury 2023 car,32145.82057,petrol,2.0,0.0,0.5,0.67,0.21,0.38,0.79
3467748,imported,new car,suv,0,white,black,5,7,,automatic,rfd - rear-wheel drive,8.0,mitsubishi,pajero sport,2022.0,Mitsubishi Pajero Sport 2.4D 4x2 AT 2022,40485.92011,diesel,2.4,0.0,0.67,0.67,0.36,0.62,1.0
3468107,domestic assembly,new car,crossover,0,copper,black,5,8,electronic fuel injection,automatic,rfd - rear-wheel drive,10.0,toyota,innova,2023.0,Toyota Innova G 2.0 AT 2023 car,35222.75049,petrol,2.0,0.0,0.5,0.67,0.43,0.88,0.87
3468115,domestic assembly,new car,suv,0,white,black,5,7,,automatic,4wd - four-wheel drive (4wd),9.0,toyota,fortuner,2023.0,Toyota Fortuner 2.8V 4x4 AT Legender 2023,19028.38245,diesel,2.8,0.0,0.83,0.67,0.36,0.75,0.47
3468141,imported,new car,suv,0,green,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,8.0,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8V 2023,34817.89129,petrol,1.8,0.0,0.42,0.67,0.21,0.62,0.86
3468614,domestic assembly,new car,suv,0,grey,gray,5,7,electronic oil spray,automatic,awd - 4-wheel drive (awd),6.0,kia,sorento,2023.0,Kia Sorento Signature 2.2 AT AWD 2023,40485.92011,diesel,2.2,0.0,0.58,0.67,0.36,0.38,1.0
3469002,domestic assembly,new car,sedan,0,white,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,mazda,3,2023.0,Mazda 3 1.5L Deluxe 2023,25465.64375,petrol,1.5,0.0,0.29,0.33,0.21,0.25,0.63
3469279,imported,new car,hatchback,0,red,different color,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,mazda,2,2023.0,Mazda 2 Sport Luxury 2023 car,20931.2207,petrol,1.5,0.0,0.29,0.67,0.21,0.25,0.52
3472556,domestic assembly,used car,crossover,62000,sand,gray,5,8,electronic fuel injection,manual,rfd - rear-wheel drive,7.0,toyota,innova,2016.0,Toyota Innova 2.0E 2016 car,14898.8186,petrol,2.0,0.31,0.5,0.67,0.43,0.5,0.37
3490818,domestic assembly,new car,sedan,0,sand,cream,4,5,,automatic,fwd - front-wheel drive,6.0,toyota,vios,2023.0,Toyota Vios E CVT 2023,21943.3687,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.54
3502739,domestic assembly,new car,suv,0,white,black,5,7,electronic fuel injection,automatic,fwd - front-wheel drive,8.0,mitsubishi,outlander,2022.0,Mitsubishi Outlander Premium 2.0 CVT 2022,38461.62411,petrol,2.0,0.0,0.5,0.67,0.36,0.62,0.95
3518405,domestic assembly,new car,crossover,0,green,black,5,5,,automatic,fwd - front-wheel drive,8.0,peugeot,3008,2023.0,Peugeot 3008 AL 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.21,0.62,1.0
3518482,domestic assembly,new car,crossover,0,grey,black,5,5,,automatic,fwd - front-wheel drive,8.0,peugeot,3008,2023.0,Peugeot 3008 AL 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.21,0.62,1.0
3518555,domestic assembly,new car,crossover,0,black,black,5,5,,automatic,fwd - front-wheel drive,8.0,peugeot,3008,2023.0,Peugeot 3008 AL 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.21,0.62,1.0
3518565,domestic assembly,new car,crossover,0,green,black,5,5,,automatic,fwd - front-wheel drive,8.0,peugeot,3008,2023.0,Peugeot 3008 AL 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.21,0.62,1.0
3518570,domestic assembly,new car,crossover,0,white,black,5,5,,automatic,fwd - front-wheel drive,8.0,peugeot,3008,2023.0,Peugeot 3008 AL 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.21,0.62,1.0
3518582,domestic assembly,new car,crossover,0,green,black,5,5,,automatic,fwd - front-wheel drive,8.0,peugeot,3008,2023.0,Peugeot 3008 AL 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.21,0.62,1.0
3518786,domestic assembly,new car,crossover,0,grey,brown,5,5,,automatic,fwd - front-wheel drive,8.0,peugeot,3008,2023.0,Peugeot 3008 GT 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.21,0.62,1.0
3518829,domestic assembly,new car,suv,0,red,black,5,7,,automatic,fwd - front-wheel drive,8.0,peugeot,5008,2023.0,Peugeot 5008 AL 1.6 AT 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.36,0.62,1.0
3518841,domestic assembly,new car,suv,0,black,black,5,7,,automatic,fwd - front-wheel drive,8.0,peugeot,5008,2023.0,Peugeot 5008 AL 1.6 AT 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.36,0.62,1.0
3518849,domestic assembly,new car,suv,0,orange,black,5,7,,automatic,fwd - front-wheel drive,8.0,peugeot,5008,2023.0,Peugeot 5008 AL 1.6 AT 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.36,0.62,1.0
3518859,domestic assembly,new car,suv,0,green,different color,5,7,,automatic,fwd - front-wheel drive,8.0,peugeot,5008,2023.0,Peugeot 5008 GT 1.6 AT 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.36,0.62,1.0
3518983,domestic assembly,new car,crossover,0,white,black,5,5,,automatic,fwd - front-wheel drive,8.0,peugeot,3008,2023.0,Peugeot 3008 AL 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.21,0.62,1.0
3537684,imported,new car,suv,0,green,black,5,7,direct spray,automatic,rfd - rear-wheel drive,8.0,ford,everest,2023.0,Ford Everest Sport 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.62,1.0
3547275,domestic assembly,new car,sedan,0,white,cream,4,5,,automatic,fwd - front-wheel drive,6.0,hyundai,accent,2023.0,Hyundai Accent 1.4 AT Special 2023,20242.96005,petrol,1.4,0.0,0.25,0.33,0.21,0.38,0.5
3566434,imported,used car,suv,0,copper,black,5,7,electronic fuel injection,automatic,4wd - four-wheel drive (4wd),10.0,toyota,prado,2013.0,Toyota Prado TXL 2.7L 2013,40485.92011,petrol,2.7,0.0,0.79,0.67,0.36,0.88,1.0
3567373,domestic assembly,new car,crossover,0,white,black,5,5,,automatic,fwd - front-wheel drive,5.0,peugeot,2008,2023.0,Peugeot 2008 GT Line 1.2 AT 2023,34372.54617,petrol,1.2,0.0,0.17,0.67,0.21,0.25,0.85
3567376,domestic assembly,new car,crossover,0,white,black,5,5,,automatic,fwd - front-wheel drive,5.0,peugeot,2008,2023.0,Peugeot 2008 Active 1.2 AT 2023,31538.53177,petrol,1.2,0.0,0.17,0.67,0.21,0.25,0.78
3574932,imported,new car,suv,0,white,red,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,toyota,corolla cross,2022.0,Toyota Corolla Cross 1.8V 2022,34574.97577,petrol,1.8,0.0,0.42,0.67,0.21,0.38,0.85
3618938,imported,new car,suv,0,white,black,5,7,electronic fuel injection,manual,fwd - front-wheel drive,5.0,suzuki,ertiga,2022.0,Suzuki Ertiga Hybrid 1.5 MT 2022,20728.79109,hybrid,1.5,0.0,0.29,0.67,0.36,0.25,0.51
3620633,imported,new car,crossover,0,red,black,5,5,,automatic,fwd - front-wheel drive,7.0,mg,zs,2022.0,MG ZS Luxury 1.5 AT 2WD 2022,24615.43943,petrol,1.5,0.0,0.29,0.67,0.21,0.5,0.61
3626733,domestic assembly,new car,suv,0,green,different color,5,7,,automatic,fwd - front-wheel drive,5.0,honda,crv,2023.0,Honda CRV L 2023 car,40485.92011,petrol,1.5,0.0,0.29,0.67,0.36,0.25,1.0
3650985,imported,used car,suv,83000,white,black,5,5,,automatic,fwd - front-wheel drive,7.0,honda,crv,2011.0,Honda CRV 2.0 AT 2011,17732.83301,petrol,2.0,0.42,0.5,0.67,0.21,0.5,0.44
3677305,domestic assembly,new car,sedan,0,white,cream,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,toyota,vios,2022.0,Toyota Vios G 1.5 CVT 2022,23967.66471,petrol,1.5,0.0,0.29,0.33,0.21,0.25,0.59
3680120,imported,new car,4x4,0,white,brown,4,5,,automatic,4wd - four-wheel drive (4wd),6.0,isuzu,dmax,2023.0,Isuzu Dmax Type Z 1.9L 4x4 AT 2023,33603.31369,diesel,1.9,0.0,0.46,0.33,0.21,0.38,0.83
3683319,domestic assembly,new car,sedan,0,sand,black,4,5,,manual,fwd - front-wheel drive,5.0,toyota,vios,2023.0,Toyota Vios E 1.5 MT 2023,19797.61493,petrol,1.5,0.0,0.29,0.33,0.21,0.25,0.49
3687534,imported,new car,sedan,0,white,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,mitsubishi,attrage,2022.0,Mitsubishi Attrage Premium 1.2 CVT 2022,19635.67125,petrol,1.2,0.0,0.17,0.33,0.21,0.25,0.48
3687692,domestic assembly,new car,crossover,0,red,black,5,5,,automatic,fwd - front-wheel drive,5.0,peugeot,2008,2023.0,Peugeot 2008 GT Line 1.2 AT 2023,34372.54617,petrol,1.2,0.0,0.17,0.67,0.21,0.25,0.85
3687700,domestic assembly,new car,crossover,0,black,black,5,5,,automatic,fwd - front-wheel drive,5.0,peugeot,2008,2023.0,Peugeot 2008 Active 1.2 AT 2023,31538.53177,petrol,1.2,0.0,0.17,0.67,0.21,0.25,0.78
3688157,domestic assembly,new car,sedan,0,silver,cream,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,toyota,vios,2023.0,Toyota Vios G 1.5 CVT 2023,23967.66471,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.59
3706887,imported,new car,suv,0,green,black,5,5,direct fuel injection,automatic,awd - 4-wheel drive (awd),8.0,subaru,forester,2023.0,Subaru Forester 2.0iL 2023,38785.51147,petrol,2.0,0.0,0.5,0.67,0.21,0.62,0.96
3713624,imported,new car,suv,0,black,black,5,7,,automatic,4wd - four-wheel drive (4wd),8.0,ford,everest,2023.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.62,1.0
3724681,domestic assembly,new car,sedan,0,white,black,4,5,,automatic,fwd - front-wheel drive,4.0,honda,city,2023.0,Honda City L 1.5 AT 2023 car,23036.48854,petrol,1.5,0.0,0.29,0.33,0.21,0.12,0.57
3726516,domestic assembly,new car,sedan,0,red,cream,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2022.0,Hyundai Accent 1.4 AT Special 2022,19514.21349,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.48
3726544,domestic assembly,new car,sedan,0,white,cream,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2023.0,Hyundai Accent 1.4 AT 2023,19028.38245,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.47
3726553,domestic assembly,new car,sedan,0,red,cream,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2023.0,Hyundai Accent 1.4 AT Special 2023,20647.81925,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.51
3730173,domestic assembly,new car,suv,0,black,black,5,7,direct spray,automatic,rfd - rear-wheel drive,6.0,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 AT 2023,40485.92011,diesel,2.4,0.0,0.67,0.67,0.36,0.38,1.0
3737692,domestic assembly,new car,sedan,0,white,gray,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,hyundai,accent,2022.0,Hyundai Accent 1.4 AT 2022,19230.81205,petrol,1.4,0.0,0.25,0.33,0.21,0.38,0.47
3749044,imported,used car,van/minivan,150000,silver,-,4,16,,manual,rfd - rear-wheel drive,9.0,toyota,hiace,2015.0,Toyota Hiace 2.7 2015,21862.39686,petrol,2.7,0.76,0.79,0.33,1.0,0.75,0.54
3772177,imported,new car,4x4,0,white,grey,4,5,,automatic,rfd - rear-wheel drive,6.0,isuzu,dmax,2023.0,Isuzu Dmax LS 1.9L 4x2 AT 2023,26720.70727,diesel,1.9,0.0,0.46,0.33,0.21,0.38,0.66
3772391,domestic assembly,new car,van/minivan,0,silver,gray,4,16, turbocharger (turbo),manual,rfd - rear-wheel drive,10.0,hyundai,solati,2023.0,Hyundai Solati H350 2.5 MT 2023,40485.92011,diesel,2.5,0.0,0.71,0.33,1.0,0.88,1.0
3777633,imported,new car,crossover,0,white,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,mazda,cx3,2022.0,Mazda cx3 Luxury 1.5 AT 2022 car,24615.43943,petrol,1.5,0.0,0.29,0.67,0.21,0.25,0.61
3797835,domestic assembly,new car,sedan,0,red,cream,4,5,multi-point fuel injection,automatic,fwd - front-wheel drive,7.0,hyundai,accent,2023.0,Hyundai Accent 1.4 AT 2023,18825.95285,petrol,1.4,0.0,0.25,0.33,0.21,0.5,0.46
3815218,imported,used car,4x4,60000,black,cream,4,5,increase ap,automatic,4wd - four-wheel drive (4wd),7.0,chevrolet,colorado,2015.0,Chevrolet Colorado LTZ 2.8L 4x4 AT 2015,19392.75573,diesel,2.8,0.3,0.83,0.33,0.21,0.5,0.48
3818967,domestic assembly,new car,suv,0,white,brown,5,7,,automatic,awd - 4-wheel drive (awd),9.0,hyundai,santafe,2023.0,Hyundai SantaFe Premium 2.5L HTRAC 2023,40485.92011,petrol,2.5,0.0,0.71,0.67,0.36,0.75,1.0
3818998,domestic assembly,new car,suv,0,white,brown,5,7,electronic oil spray,automatic,awd - 4-wheel drive (awd),5.0,hyundai,santafe,2022.0,Hyundai SantaFe Premium 2.2L HTRAC 2022,40485.92011,diesel,2.2,0.0,0.58,0.67,0.36,0.25,1.0
3820899,domestic assembly,new car,suv,0,red,brown,5,7,new generation,automatic,awd - 4-wheel drive (awd),7.0,hyundai,santafe,2023.0,Hyundai SantaFe Premium 2.2L HTRAC 2023,40485.92011,diesel,2.2,0.0,0.58,0.67,0.36,0.5,1.0
3830888,domestic assembly,new car,sedan,0,red,gray,4,5,multi-point fuel injection,automatic,fwd - front-wheel drive,7.0,hyundai,accent,2023.0,Hyundai Accent 1.4 AT Special 2023,20445.38965,petrol,1.4,0.0,0.25,0.33,0.21,0.5,0.5
3842113,domestic assembly,new car,suv,0,red,brown,5,7,,automatic,awd - 4-wheel drive (awd),9.0,hyundai,santafe,2023.0,Hyundai SantaFe Premium 2.5L HTRAC 2023,40485.92011,petrol,2.5,0.0,0.71,0.67,0.36,0.75,1.0
3842139,domestic assembly,new car,suv,0,black,brown,5,7,,automatic,awd - 4-wheel drive (awd),6.0,hyundai,santafe,2023.0,Hyundai SantaFe Premium 2.2L HTRAC 2023,11578.97315,diesel,2.2,0.0,0.58,0.67,0.36,0.38,0.29
3869821,imported,new car,suv,0,black,black,5,5,,automatic,fwd - front-wheel drive,7.0,toyota,corolla cross,2022.0,Toyota Corolla Cross 1.8V 2022,33441.37001,petrol,1.8,0.0,0.42,0.67,0.21,0.5,0.83
